tick,npc_id,hp,max_hp,stress,resentment,identity_integrity,intent,intent_score,emotion,gold,delta_stress,delta_gold,delta_hp,max_urgency,active_drives
66,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
67,guard_borko,30,30,1.55,0.0,1.0,ambush,0.534,нейтрально,17.47,0.0,0.0,0,0.5,
67,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.771,нейтрально,93.07,0.0,0.0,0,0.49,
67,maid_lusya,15,15,6.42,0.0,1.0,call_for_help,0.228,нейтрально,6.97,0.01,0.0,0,0.66,hunger(0.66)
67,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.652,нейтрально,60.57,0.0,0.0,0,0.73,income_urge(0.73)
67,thief_shadow,35,35,9.8,0.0,1.0,ambush,0.413,нейтрально,35.77,1.0,0.0,0,0.95,hunger(0.66); income_urge(0.95)
67,tavern_keeper_tornin,40,40,0.57,0.0,1.0,trade,0.373,нейтрально,43.07,0.03,0.0,0,0.51,obligation(1.00)
67,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
68,guard_borko,30,30,1.55,0.0,1.0,ambush,0.302,нейтрально,17.47,0.0,0.0,0,0.51,
68,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.756,нейтрально,93.07,0.0,0.0,0,0.5,
68,maid_lusya,15,15,6.43,0.0,1.0,call_for_help,0.276,нейтрально,6.86,0.01,0.0,0,0.49,
68,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.68,нейтрально,60.57,0.0,0.0,0,0.74,income_urge(0.74)
68,thief_shadow,35,35,10.8,0.0,1.0,ambush,0.419,нейтрально,35.66,1.0,0.0,0,0.95,income_urge(0.95)
68,tavern_keeper_tornin,40,40,0.6,0.0,1.0,trade,0.325,нейтрально,43.64,0.03,0.0,0,0.52,obligation(1.00)
68,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
69,guard_borko,30,30,1.55,0.0,1.0,ambush,0.211,нейтрально,17.47,0.0,0.0,0,0.52,
69,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.828,нейтрально,93.07,0.0,0.0,0,0.51,
69,maid_lusya,15,15,6.44,0.0,1.0,call_for_help,0.295,нейтрально,6.86,0.01,0.0,0,0.5,
69,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.81,нейтрально,60.57,0.0,0.0,0,0.75,income_urge(0.75)
69,thief_shadow,35,35,11.8,0.0,1.0,ambush,0.471,нейтрально,35.66,1.0,0.0,0,0.95,income_urge(0.95)
69,tavern_keeper_tornin,40,40,0.63,0.0,1.0,trade,0.294,нейтрально,43.64,0.03,0.0,0,0.53,obligation(1.00)
69,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
70,guard_borko,30,30,1.55,0.0,1.0,ambush,0.244,нейтрально,17.47,0.0,0.0,0,0.54,
70,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.683,нейтрально,93.07,0.0,0.0,0,0.52,
70,maid_lusya,15,15,6.45,0.0,1.0,call_for_help,0.425,нейтрально,6.86,0.01,0.0,0,0.5,
70,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.732,нейтрально,60.57,0.0,0.0,0,0.76,income_urge(0.76)
70,thief_shadow,35,35,12.8,0.0,1.0,ambush,0.533,нейтрально,35.66,1.0,0.0,0,0.95,income_urge(0.95)
70,tavern_keeper_tornin,40,40,0.66,0.0,1.0,trade,0.367,нейтрально,43.64,0.03,0.0,0,0.54,obligation(1.00)
70,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
71,guard_borko,30,30,1.55,0.0,1.0,block_path,0.29,нейтрально,17.47,0.0,0.0,0,0.55,
71,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.787,нейтрально,93.07,0.0,0.0,0,0.53,
71,maid_lusya,15,15,6.46,0.0,1.0,call_for_help,0.363,нейтрально,6.86,0.01,0.0,0,0.51,
71,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.746,нейтрально,60.57,0.0,0.0,0,0.77,income_urge(0.77)
71,thief_shadow,35,35,13.8,0.0,1.0,ambush,0.679,нейтрально,35.66,1.0,0.0,0,0.95,income_urge(0.95)
71,tavern_keeper_tornin,40,40,0.69,0.0,1.0,trade,0.382,нейтрально,43.64,0.03,0.0,0,0.55,obligation(1.00)
71,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
72,guard_borko,30,30,0.05,0.0,1.0,block_path,0.282,нейтрально,18.17,-1.5,0.0,0,0.56,
72,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.804,нейтрально,92.37,-1.5,0.0,0,0.54,
72,maid_lusya,15,15,4.97,0.0,1.0,call_for_help,0.269,нейтрально,7.16,-1.49,0.0,0,0.52,
72,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.831,нейтрально,60.57,-1.5,0.0,0,0.78,income_urge(0.78)
72,thief_shadow,35,35,12.58,0.0,1.0,ambush,0.697,нейтрально,35.66,-1.22,0.0,0,0.95,income_urge(0.95)
72,tavern_keeper_tornin,40,40,0.0,0.0,1.0,trade,0.452,нейтрально,43.55,-0.69,0.0,0,0.56,obligation(1.00)
72,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
73,guard_borko,30,30,0.05,0.0,1.0,block_path,0.338,нейтрально,18.02,0.0,0.0,0,0.31,
73,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.662,нейтрально,91.97,0.0,0.0,0,0.34,
73,maid_lusya,15,15,4.98,0.0,1.0,call_for_help,0.335,нейтрально,7.06,0.01,0.0,0,0.31,
73,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.803,нейтрально,60.27,0.0,0.0,0,0.33,
73,thief_shadow,35,35,13.58,0.0,1.0,ambush,0.572,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
73,tavern_keeper_tornin,40,40,0.03,0.0,1.0,trade,0.481,нейтрально,43.36,0.03,0.0,0,0.31,obligation(1.00)
73,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
74,guard_borko,30,30,0.05,0.0,1.0,block_path,0.38,нейтрально,18.02,0.0,0.0,0,0.36,
74,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.623,нейтрально,91.97,0.0,0.0,0,0.43,
74,maid_lusya,15,15,4.99,0.0,1.0,call_for_help,0.239,нейтрально,7.06,0.01,0.0,0,0.32,
74,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.936,нейтрально,60.27,0.0,0.0,0,0.42,
74,thief_shadow,35,35,14.58,0.0,1.0,ambush,0.665,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
74,tavern_keeper_tornin,40,40,0.06,0.0,1.0,trade,0.597,нейтрально,43.42,0.03,0.0,0,0.32,obligation(1.00)
74,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
75,guard_borko,30,30,0.05,0.0,1.0,block_path,0.405,нейтрально,18.02,0.0,0.0,0,0.43,
75,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.603,нейтрально,95.97,0.0,0.0,0,0.51,
75,maid_lusya,15,15,5.0,0.0,1.0,idle,0.0,нейтрально,7.06,0.01,0.0,0,0.33,
75,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.849,нейтрально,60.27,0.0,0.0,0,0.5,
75,thief_shadow,35,35,15.58,0.0,1.0,ambush,0.555,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
75,tavern_keeper_tornin,40,40,0.09,0.0,1.0,trade,0.446,нейтрально,43.42,0.03,0.0,0,0.33,obligation(1.00)
75,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
76,guard_borko,30,30,0.05,0.0,1.0,block_path,0.477,нейтрально,18.02,0.0,0.0,0,0.34,
76,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.547,нейтрально,95.97,0.0,0.0,0,0.6,
76,maid_lusya,15,15,5.01,0.0,1.0,call_for_help,0.243,нейтрально,7.06,0.01,0.0,0,0.34,
76,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.733,нейтрально,60.27,0.0,0.0,0,0.59,
76,thief_shadow,35,35,16.58,0.0,1.0,ambush,0.432,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
76,tavern_keeper_tornin,40,40,0.12,0.0,1.0,trade,0.359,нейтрально,43.42,0.03,0.0,0,0.34,obligation(1.00)
76,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
77,guard_borko,30,30,0.05,0.0,1.0,block_path,0.48,нейтрально,18.02,0.0,0.0,0,0.35,
77,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.37,нейтрально,95.97,0.0,0.0,0,0.68,hunger(0.68)
77,maid_lusya,15,15,5.02,0.0,1.0,call_for_help,0.297,нейтрально,7.06,0.01,0.0,0,0.41,
77,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.725,нейтрально,60.27,0.0,0.0,0,0.67,hunger(0.67)
77,thief_shadow,35,35,17.58,0.0,1.0,ambush,0.299,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
77,tavern_keeper_tornin,40,40,0.15,0.0,1.0,trade,0.182,нейтрально,43.42,0.03,0.0,0,0.35,obligation(1.00)
77,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
78,guard_borko,30,30,0.05,0.0,1.0,block_path,0.615,нейтрально,18.02,0.0,0.0,0,0.36,
78,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.597,нейтрально,95.86,0.0,0.0,0,0.36,
78,maid_lusya,15,15,5.03,0.0,1.0,call_for_help,0.327,нейтрально,7.06,0.01,0.0,0,0.36,
78,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.637,нейтрально,60.16,0.0,0.0,0,0.36,
78,thief_shadow,35,35,18.58,0.0,1.0,block_path,0.457,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
78,tavern_keeper_tornin,40,40,0.18,0.0,1.0,talk,0.428,нейтрально,43.75,0.03,0.0,0,0.42,obligation(1.00)
78,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
79,guard_borko,30,30,0.05,0.0,1.0,block_path,0.532,нейтрально,18.02,0.0,0.0,0,0.37,
79,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.737,нейтрально,95.86,0.0,0.0,0,0.37,
79,maid_lusya,15,15,5.04,0.0,1.0,call_for_help,0.245,нейтрально,7.06,0.01,0.0,0,0.37,
79,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.443,нейтрально,60.16,0.0,0.0,0,0.37,
79,thief_shadow,35,35,19.58,0.0,1.0,block_path,0.487,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
79,tavern_keeper_tornin,40,40,0.21,0.0,1.0,talk,0.503,нейтрально,43.75,0.03,0.0,0,0.38,obligation(1.00)
79,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
80,guard_borko,30,30,0.05,0.0,1.0,block_path,0.306,нейтрально,18.02,0.0,0.0,0,0.39,
80,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.589,нейтрально,95.86,0.0,0.0,0,0.38,
80,maid_lusya,15,15,5.05,0.0,1.0,call_for_help,0.338,нейтрально,7.06,0.01,0.0,0,0.37,
80,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.265,нейтрально,60.16,0.0,0.0,0,0.38,
80,thief_shadow,35,35,20.58,0.0,1.0,block_path,0.42,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
80,tavern_keeper_tornin,40,40,0.24,0.0,1.0,talk,0.524,нейтрально,43.75,0.03,0.0,0,0.39,obligation(1.00)
80,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
81,guard_borko,30,30,0.05,0.0,1.0,block_path,0.264,нейтрально,18.02,0.0,0.0,0,0.43,
81,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.797,нейтрально,95.86,0.0,0.0,0,0.39,
81,maid_lusya,15,15,5.06,0.0,1.0,call_for_help,0.287,нейтрально,7.06,0.01,0.0,0,0.38,
81,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.155,нейтрально,60.16,0.0,0.0,0,0.39,
81,thief_shadow,35,35,21.58,0.0,1.0,block_path,0.502,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
81,tavern_keeper_tornin,40,40,0.27,0.0,1.0,talk,0.513,нейтрально,43.75,0.03,0.0,0,0.4,obligation(1.00)
81,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
82,guard_borko,30,30,0.05,0.0,1.0,block_path,0.254,нейтрально,18.02,0.0,0.0,0,0.5,
82,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.741,нейтрально,95.86,0.0,0.0,0,0.43,
82,maid_lusya,15,15,5.07,0.0,1.0,call_for_help,0.347,нейтрально,7.06,0.01,0.0,0,0.41,
82,blacksmith_orm,45,45,0.24,0.0,1.0,change_role,0.36,нейтрально,60.16,0.0,0.0,0,0.42,
82,thief_shadow,35,35,22.58,0.0,1.0,block_path,0.509,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
82,tavern_keeper_tornin,40,40,0.3,0.0,1.0,talk,0.529,нейтрально,43.75,0.03,0.0,0,0.41,obligation(1.00)
82,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
83,guard_borko,30,30,0.05,0.0,1.0,idle,0.0,нейтрально,18.02,0.0,0.0,0,0.57,
83,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.694,нейтрально,95.86,0.0,0.0,0,0.41,
83,maid_lusya,15,15,5.08,0.0,1.0,call_for_help,0.438,нейтрально,7.06,0.01,0.0,0,0.49,
83,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.631,нейтрально,60.16,0.0,0.0,0,0.41,
83,thief_shadow,35,35,23.58,0.0,1.0,block_path,0.588,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
83,tavern_keeper_tornin,40,40,0.33,0.0,1.0,talk,0.586,нейтрально,43.75,0.03,0.0,0,0.42,obligation(1.00)
83,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
84,guard_borko,30,30,0.05,0.0,1.0,ambush,0.312,нейтрально,18.02,0.0,0.0,0,0.64,hunger(0.64)
84,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.875,нейтрально,95.86,0.0,0.0,0,0.42,
84,maid_lusya,15,15,5.09,0.0,1.0,call_for_help,0.342,нейтрально,7.06,0.01,0.0,0,0.58,
84,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.782,нейтрально,60.16,0.0,0.0,0,0.42,
84,thief_shadow,35,35,24.58,0.0,1.0,block_path,0.547,нейтрально,35.56,1.0,0.0,0,0.95,income_urge(0.95)
84,tavern_keeper_tornin,40,40,0.36,0.0,1.0,talk,0.685,нейтрально,43.75,0.03,0.0,0,0.43,obligation(1.00)
84,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
85,guard_borko,30,30,0.05,0.0,1.0,ambush,0.271,нейтрально,17.91,0.0,0.0,0,0.44,
85,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.908,нейтрально,95.86,0.0,0.0,0,0.43,
85,maid_lusya,15,15,5.1,0.0,1.0,call_for_help,0.181,нейтрально,7.06,0.01,0.0,0,0.66,hunger(0.66)
85,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.812,нейтрально,60.16,0.0,0.0,0,0.43,
85,thief_shadow,35,35,25.58,0.0,1.0,block_path,0.602,нейтрально,35.56,1.0,0.0,0,0.95,hunger(0.66); income_urge(0.95)
85,tavern_keeper_tornin,40,40,0.39,0.0,1.0,talk,0.595,нейтрально,43.86,0.03,0.0,0,0.44,obligation(1.00)
85,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
86,guard_borko,30,30,0.05,0.0,1.0,ambush,0.412,нейтрально,17.91,0.0,0.0,0,0.45,
86,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.716,нейтрально,98.86,0.0,0.0,0,0.44,
86,maid_lusya,15,15,5.11,0.0,1.0,call_for_help,0.27,нейтрально,6.95,0.01,0.0,0,0.43,
86,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.82,нейтрально,63.16,0.0,0.0,0,0.44,
86,thief_shadow,35,35,26.58,0.0,1.0,block_path,0.595,нейтрально,35.45,1.0,0.0,0,0.95,income_urge(0.95)
86,tavern_keeper_tornin,40,40,0.42,0.0,1.0,talk,0.572,нейтрально,44.08,0.03,0.0,0,0.45,obligation(1.00)
86,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
87,guard_borko,30,30,0.05,0.0,1.0,ambush,0.416,нейтрально,17.91,0.0,0.0,0,0.46,
87,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.635,нейтрально,98.86,0.0,0.0,0,0.45,
87,maid_lusya,15,15,5.12,0.0,1.0,call_for_help,0.164,нейтрально,6.95,0.01,0.0,0,0.44,
87,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.803,нейтрально,63.16,0.0,0.0,0,0.45,
87,thief_shadow,35,35,27.58,0.0,1.0,block_path,0.541,нейтрально,35.45,1.0,0.0,0,0.95,income_urge(0.95)
87,tavern_keeper_tornin,40,40,0.45,0.0,1.0,talk,0.498,нейтрально,44.08,0.03,0.0,0,0.46,obligation(1.00)
87,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
88,guard_borko,30,30,0.05,0.0,1.0,ambush,0.363,нейтрально,17.91,0.0,0.0,0,0.47,
88,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.671,нейтрально,100.86,0.0,0.0,0,0.46,
88,maid_lusya,15,15,5.13,0.0,1.0,seek_ally,0.203,нейтрально,6.95,0.01,0.0,0,0.45,
88,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.861,нейтрально,63.16,0.0,0.0,0,0.46,
88,thief_shadow,35,35,28.58,0.0,1.0,block_path,0.414,нейтрально,35.45,1.0,0.0,0,0.95,income_urge(0.95)
88,tavern_keeper_tornin,40,40,0.48,0.0,1.0,talk,0.419,нейтрально,44.08,0.03,0.0,0,0.47,obligation(1.00)
88,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
89,guard_borko,30,30,0.05,0.0,1.0,ambush,0.426,нейтрально,17.91,0.0,0.0,0,0.48,
89,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.412,нейтрально,100.86,0.0,0.0,0,0.47,
89,maid_lusya,15,15,5.14,0.0,1.0,call_for_help,0.279,нейтрально,6.95,0.01,0.0,0,0.46,
89,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.845,нейтрально,63.16,0.0,0.0,0,0.47,
89,thief_shadow,35,35,29.58,0.0,1.0,block_path,0.345,нейтрально,35.45,1.0,0.0,0,0.95,income_urge(0.95)
89,tavern_keeper_tornin,40,40,0.51,0.0,1.0,talk,0.391,нейтрально,44.08,0.03,0.0,0,0.49,obligation(1.00)
89,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
90,guard_borko,30,30,0.05,0.0,1.0,ambush,0.531,нейтрально,17.91,0.0,0.0,0,0.49,
90,merchant_goran,20,20,0.31,0.0,1.0,request_service,0.339,нейтрально,100.86,0.0,0.0,0,0.48,
90,maid_lusya,15,15,5.15,0.0,1.0,call_for_help,0.196,нейтрально,6.95,0.01,0.0,0,0.47,
90,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.931,нейтрально,63.16,0.0,0.0,0,0.48,
90,thief_shadow,35,35,30.58,0.0,1.0,block_path,0.156,нейтрально,35.45,1.0,0.0,0,0.95,income_urge(0.95)
90,tavern_keeper_tornin,40,40,0.54,0.0,1.0,talk,0.279,нейтрально,44.08,0.03,0.0,0,0.5,obligation(1.00)
90,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
91,guard_borko,30,30,0.05,0.0,1.0,ambush,0.559,нейтрально,17.91,0.0,0.0,0,0.5,
91,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.568,нейтрально,100.86,0.0,0.0,0,0.49,
91,maid_lusya,15,15,5.16,0.0,1.0,call_for_help,0.283,нейтрально,6.95,0.01,0.0,0,0.48,
91,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.833,нейтрально,63.16,0.0,0.0,0,0.49,
91,thief_shadow,35,35,34.38,0.0,1.0,idle,0.0,тревога,35.45,3.8,0.0,0,0.95,income_urge(0.95)
91,tavern_keeper_tornin,40,40,0.57,0.0,1.0,trade,0.231,нейтрально,44.08,0.03,0.0,0,0.51,obligation(1.00)
91,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
92,guard_borko,30,30,0.05,0.0,1.0,ambush,0.392,нейтрально,17.91,0.0,0.0,0,0.51,
92,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.657,нейтрально,100.86,0.0,0.0,0,0.5,
92,maid_lusya,15,15,5.17,0.0,1.0,call_for_help,0.243,нейтрально,6.95,0.01,0.0,0,0.49,
92,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.849,нейтрально,63.16,0.0,0.0,0,0.5,
92,thief_shadow,35,35,35.38,0.0,1.0,ambush,0.425,тревога,35.45,1.0,0.0,0,0.95,income_urge(0.95)
92,tavern_keeper_tornin,40,40,0.6,0.0,1.0,trade,0.371,нейтрально,44.08,0.03,0.0,0,0.52,obligation(1.00)
92,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
93,guard_borko,30,30,0.05,0.0,1.0,ambush,0.332,нейтрально,17.91,0.0,0.0,0,0.52,
93,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.619,нейтрально,100.86,0.0,0.0,0,0.51,
93,maid_lusya,15,15,5.18,0.0,1.0,call_for_help,0.412,нейтрально,6.95,0.01,0.0,0,0.5,
93,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.707,нейтрально,63.16,0.0,0.0,0,0.51,
93,thief_shadow,35,35,36.38,0.0,1.0,ambush,0.511,тревога,35.45,1.0,0.0,0,0.95,income_urge(0.95)
93,tavern_keeper_tornin,40,40,0.63,0.0,1.0,talk,0.453,нейтрально,44.08,0.03,0.0,0,0.53,obligation(1.00)
93,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
94,guard_borko,30,30,0.05,0.0,1.0,ambush,0.306,нейтрально,17.91,0.0,0.0,0,0.54,
94,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.757,нейтрально,100.86,0.0,0.0,0,0.6,
94,maid_lusya,15,15,5.19,0.0,1.0,call_for_help,0.455,нейтрально,6.95,0.01,0.0,0,0.5,
94,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.485,нейтрально,63.16,0.0,0.0,0,0.59,
94,thief_shadow,35,35,37.38,0.0,1.0,ambush,0.607,тревога,35.45,1.0,0.0,0,0.95,income_urge(0.95)
94,tavern_keeper_tornin,40,40,0.66,0.0,1.0,talk,0.462,нейтрально,44.08,0.03,0.0,0,0.54,obligation(1.00)
94,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
95,guard_borko,30,30,0.05,0.0,1.0,ambush,0.221,нейтрально,17.91,0.0,0.0,0,0.55,
95,merchant_goran,20,20,0.31,0.0,1.0,offer_job,0.695,нейтрально,100.86,0.0,0.0,0,0.68,hunger(0.68)
95,maid_lusya,15,15,5.2,0.0,1.0,call_for_help,0.376,нейтрально,6.95,0.01,0.0,0,0.51,
95,blacksmith_orm,45,45,0.24,0.0,1.0,request_service,0.503,нейтрально,63.16,0.0,0.0,0,0.67,hunger(0.67)
95,thief_shadow,35,35,38.38,0.0,1.0,ambush,0.563,тревога,35.45,1.0,0.0,0,0.95,income_urge(0.95)
95,tavern_keeper_tornin,40,40,0.69,0.0,1.0,talk,0.463,нейтрально,44.08,0.03,0.0,0,0.55,obligation(1.00)
95,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.56,0.0,0.0,0,0.95,hunger
96,guard_borko,30,30,0.0,0.0,1.0,idle,0.0,нейтрально,18.61,-0.05,0.0,0,0.56,
96,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.747,нейтрально,100.05,-0.31,0.0,0,0.54,
96,maid_lusya,15,15,3.71,0.0,1.0,call_for_help,0.41,нейтрально,7.25,-1.49,0.0,0,0.52,
96,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.332,нейтрально,63.05,-0.24,0.0,0,0.54,
96,thief_shadow,35,35,33.47,0.0,1.0,ambush,0.656,тревога,35.45,-4.91,0.0,0,0.95,income_urge(0.95)
96,tavern_keeper_tornin,40,40,0.0,0.0,1.0,talk,0.483,нейтрально,44.11,-0.69,0.0,0,0.56,obligation(1.00)
96,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
97,guard_borko,30,30,0.0,0.0,1.0,ambush,0.346,нейтрально,18.46,0.0,0.0,0,0.31,
97,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.794,нейтрально,99.65,0.0,0.0,0,0.31,
97,maid_lusya,15,15,3.72,0.0,1.0,call_for_help,0.32,нейтрально,7.15,0.01,0.0,0,0.31,
97,blacksmith_orm,45,45,0.0,0.0,1.0,offer_job,0.33,нейтрально,62.75,0.0,0.0,0,0.31,
97,thief_shadow,35,35,34.47,0.0,1.0,ambush,0.653,тревога,35.35,1.0,0.0,0,0.95,income_urge(0.95)
97,tavern_keeper_tornin,40,40,0.03,0.0,1.0,talk,0.645,нейтрально,43.86,0.03,0.0,0,0.31,obligation(1.00)
97,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
98,guard_borko,30,30,0.0,0.0,1.0,ambush,0.357,нейтрально,18.46,0.0,0.0,0,0.32,
98,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.806,нейтрально,99.65,0.0,0.0,0,0.32,
98,maid_lusya,15,15,3.73,0.0,1.0,call_for_help,0.318,нейтрально,7.15,0.01,0.0,0,0.32,
98,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.637,нейтрально,62.75,0.0,0.0,0,0.32,
98,thief_shadow,35,35,35.47,0.0,1.0,ambush,0.556,тревога,35.35,1.0,0.0,0,0.95,income_urge(0.95)
98,tavern_keeper_tornin,40,40,0.06,0.0,1.0,talk,0.686,нейтрально,43.86,0.03,0.0,0,0.32,obligation(1.00)
98,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
99,guard_borko,30,30,0.0,0.0,1.0,ambush,0.434,нейтрально,18.46,0.0,0.0,0,0.33,
